sent_id	class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post	text
9516	yes	X and Y	active	passive	active - passive	(active) and (passive)	 At the same time, 	active and passive	 quieting systems are being developed to reduce noise from aircraft and other sources.	 At the same time,  active and passive  quieting systems are being developed to reduce noise from aircraft and other sources.
34790	yes	X and Y	active	passive	active - passive	(active) and (passive)	 She maintains that Champourcn combines the ascetic and the mystical, an 	active and passive	 posture, a sense of surrender and one of aspiration.	 She maintains that Champourcn combines the ascetic and the mystical, an  active and passive  posture, a sense of surrender and one of aspiration.
43524	yes	X and Y	active	passive	active - passive	(active) and (passive)	 There is an 	active and passive	 concurrence.	 There is an  active and passive  concurrence.
25928	yes	X and Y	active	passive	active - passive	(active) and (passive)	 It must be remembered that 	active and passive	 access components serve very different target populations.	 It must be remembered that  active and passive  access components serve very different target populations.
24550	yes	X and Y	active	passive	active - passive	(active) and (passive)	 Intense 	active and passive	 case detection continued over 15 months of follow-up.	 Intense  active and passive  case detection continued over 15 months of follow-up.
15423	yes	X and Y	active	passive	active - passive	(active) and (passive)	 For more information about active and passive mode connections, see the 	active and passive	 FTP help topic.	 For more information about active and passive mode connections, see the  active and passive  FTP help topic.
51804	yes	X and Y	passive	active	active - passive	(passive) and (active)	 c) How do our thinking, feeling and behaving interact in both a 	passive and active	 manner?	 c) How do our thinking, feeling and behaving interact in both a  passive and active  manner?
21701	yes	X and Y	active	passive	active - passive	(active) and (passive)	 I would have students juggling 	active and passive	 voice with every new verb they learn instead of saving passive voice for some future date.	 I would have students juggling  active and passive  voice with every new verb they learn instead of saving passive voice for some future date.
11789	yes	X and Y	active	passive	active - passive	(active) and (passive)	 But we know that ten craft were there; the craft are loaded with equipment; even their most minimal state of attention is likely to entail complicated 	active and passive	 sensing equipment.	 But we know that ten craft were there; the craft are loaded with equipment; even their most minimal state of attention is likely to entail complicated  active and passive  sensing equipment.
23182	yes	X and Y	passive	active	active - passive	(passive) and (active)	 In addition, 	passive and active	 solar systems have been incorporated into over 2,000,000 residential and commercial buildings, and photovoltaic systems are providing electric power for thousands of remote installations.	 In addition,  passive and active  solar systems have been incorporated into over 2,000,000 residential and commercial buildings, and photovoltaic systems are providing electric power for thousands of remote installations.
45941	yes	X and Y	active	passive	active - passive	(active) and (passive)	 This is particularly true for the second and third points of the hypothesis, those having to do with sanctifying grace and the habit of charity as created participations, respectively, of 	active and passive	 spiration.	 This is particularly true for the second and third points of the hypothesis, those having to do with sanctifying grace and the habit of charity as created participations, respectively, of  active and passive  spiration.
42642	yes	X and Y	active	passive	active - passive	(active) and (passive)	 The verb has 4 tenses, 3 conjugations, 3 moods, 	active and passive	 voice and the gerund.	 The verb has 4 tenses, 3 conjugations, 3 moods,  active and passive  voice and the gerund.
38692	yes	X and Y	active	passive	active - passive	(active) and (passive)	 The background of Luxembourg's fears is the regulation in the treaty of Maastricht which ensures for EC citizens the 	active and passive	 vote in municipal and European elections in the country of residence.	 The background of Luxembourg's fears is the regulation in the treaty of Maastricht which ensures for EC citizens the  active and passive  vote in municipal and European elections in the country of residence.
3204	yes	X and Y	active	passive	active - passive	(active) and (passive)	" "" The participles express the permanence of the situation, and the combination of the "	active and passive	 in the emphatic?	" "" The participles express the permanence of the situation, and the combination of the  active and passive  in the emphatic?"
41378	yes	X and Y	active	passive	active - passive	(active) and (passive)	 The press, the parliaments, and the cabinet meetings of Central Europe are full of new words: share, bond, ESOP (Employee Stock Ownership Program), limited company, holding company, mutual fund, pension fund, public offering, 	active and passive	 investor.	 The press, the parliaments, and the cabinet meetings of Central Europe are full of new words: share, bond, ESOP (Employee Stock Ownership Program), limited company, holding company, mutual fund, pension fund, public offering,  active and passive  investor.
40826	yes	X and Y	active	passive	active - passive	(active) and (passive)	 The most important and direct reason, however, remains the 	active and passive	 resistance among the rank and file members of the armed forces against carrying out coup orders.	 The most important and direct reason, however, remains the  active and passive  resistance among the rank and file members of the armed forces against carrying out coup orders.
8897	yes	X and Y	active	passive	active - passive	(active) and (passive)	" As William Ralph Inge, the English essayist, wrote early in the last century, "" all of nature is a conjugation of the verb to eat, in the "	active and passive	.	" As William Ralph Inge, the English essayist, wrote early in the last century, "" all of nature is a conjugation of the verb to eat, in the  active and passive ."
14696	yes	X and Y	active	passive	active - passive	(active) and (passive)	 Familiar to one another after having lived in the same troop for 7 years, they took turns at adopting 	active and passive	 roles in successive greetings.	 Familiar to one another after having lived in the same troop for 7 years, they took turns at adopting  active and passive  roles in successive greetings.
43729	yes	X and Y	passive	active	active - passive	(passive) and (active)	 There were also increasing incidents of 	passive and active	 resistance in the missions, large-scale flight, and armed conflict.	 There were also increasing incidents of  passive and active  resistance in the missions, large-scale flight, and armed conflict.
4148	yes	X and Y	passive	active	active - passive	(passive) and (active)	 (Here are two that I used to help teach tenth graders about 	passive and active	 voice and verb tense and verb agreement.	 (Here are two that I used to help teach tenth graders about  passive and active  voice and verb tense and verb agreement.
49002	yes	X and Y	active	passive	active - passive	(active) and (passive)	 What I have witnessed in law enforcement over the course of the last two decades serves to remind me how 	active and passive	 prejudice can undermine public trust in important institutions, like police agencies.	 What I have witnessed in law enforcement over the course of the last two decades serves to remind me how  active and passive  prejudice can undermine public trust in important institutions, like police agencies.
32238	yes	X and Y	active	passive	active - passive	(active) and (passive)	 Other therapy forms (especially 	active and passive	 physical modalities) had been tried by 85.	 Other therapy forms (especially  active and passive  physical modalities) had been tried by 85.
4319	yes	X and Y	active	passive	active - passive	(active) and (passive)	 (n2) Other known risk factors include 	active and passive	 smoking, exposure to certain chemical agents (e.	 (n2) Other known risk factors include  active and passive  smoking, exposure to certain chemical agents (e.
43877	yes	X and Y	passive	active	active - passive	(passive) and (active)	 Therefore the frequent Western association of yin and yang with 	passive and active	 behavior, respectively, does not seem to be consistent with Chinese thought.	 Therefore the frequent Western association of yin and yang with  passive and active  behavior, respectively, does not seem to be consistent with Chinese thought.
32631	yes	X and Y	active	passive	active - passive	(active) and (passive)	 Parks and recreation: We need more 	active and passive	 recreation.	 Parks and recreation: We need more  active and passive  recreation.
45053	yes	X and Y	active	passive	active - passive	(active) and (passive)	 They used three 	active and passive	 observation conditions (stand, walk, ride).	 They used three  active and passive  observation conditions (stand, walk, ride).
14295	yes	X and Y	active	passive	active - passive	(active) and (passive)	 Even with the computer synthesizing both the 	active and passive	 signals, he was almost impossible to see.	 Even with the computer synthesizing both the  active and passive  signals, he was almost impossible to see.
32630	yes	X and Y	active	passive	active - passive	(active) and (passive)	 Parks and recreation facilities, developed with a balance of 	active and passive	 programming.	 Parks and recreation facilities, developed with a balance of  active and passive  programming.
25674	yes	X and Y	active	passive	active - passive	(active) and (passive)	 It is simpler than present PWRs, combines 	active and passive	 @ @ @ @ @ @ @ @ @ @ gigawatt days per tonne (GWd/t) burn-up.	 It is simpler than present PWRs, combines  active and passive  @ @ @ @ @ @ @ @ @ @ gigawatt days per tonne (GWd/t) burn-up.
53429	yes	X and Y	active	passive	active - passive	(active) and (passive)	, 1997) are again improving our understanding of how 	active and passive	 tension components within muscles contribute to movement.	, 1997) are again improving our understanding of how  active and passive  tension components within muscles contribute to movement.
30814	yes	X and Y	active	passive	active - passive	(active) and (passive)	 Nonetheless, the incidence of intrauterine HBV infection remains as high as 43% when maternal serum HBV DNA exceeds 10 8 copies/ml 30, even with prompt administration of 	active and passive	 vaccination.	 Nonetheless, the incidence of intrauterine HBV infection remains as high as 43% when maternal serum HBV DNA exceeds 10 8 copies/ml 30, even with prompt administration of  active and passive  vaccination.
9545	yes	X and Y	active	passive	active - passive	(active) and (passive)	 At the time, he introduced the 	active and passive	 solar paths.	 At the time, he introduced the  active and passive  solar paths.
49816	yes	X and Y	active	passive	active - passive	(active) and (passive)	 Whether every car gets checked, or every tenth car, police must demonstrate that they have attempted to eliminate the effects of 	active and passive	" discrimination when using "" random "" strategies."	" Whether every car gets checked, or every tenth car, police must demonstrate that they have attempted to eliminate the effects of  active and passive  discrimination when using "" random "" strategies."
16334	yes	X and Y	active	passive	active - passive	(active) and (passive)	 Grunig has characterized these respective groups as 	active and passive	 publics.	 Grunig has characterized these respective groups as  active and passive  publics.
39645	yes	X and Y	active	passive	active - passive	(active) and (passive)	 The extent to which students learned 	active and passive	 facts was evaluated on paper posttests administered after the completion of each module.	 The extent to which students learned  active and passive  facts was evaluated on paper posttests administered after the completion of each module.
47269	yes	X and Y	passive	active	active - passive	(passive) and (active)	 Todays TERRA is semiclear so you can compare the look with 	passive and active	 microwave.	 Todays TERRA is semiclear so you can compare the look with  passive and active  microwave.
4564	yes	X or Y	active	passive	active - passive	(active) or (passive)	" // "" I'm fairly sure, "" said Phil Hoskins, director of the Department of Community Affairs, "" there's no county in the metro area more committed to acquiring parkland for "	active or passive	 parks.	" // "" I'm fairly sure, "" said Phil Hoskins, director of the Department of Community Affairs, "" there's no county in the metro area more committed to acquiring parkland for  active or passive  parks."
7242	yes	X or Y	active	passive	active - passive	(active) or (passive)	 Although initial setbacks associated with unanticipated aseptic meningo-encephalitis have slowed development of immunotherapeutic approaches, 	active or passive	 immunization against A?	 Although initial setbacks associated with unanticipated aseptic meningo-encephalitis have slowed development of immunotherapeutic approaches,  active or passive  immunization against A?
13926	yes	X or Y	passive	active	active - passive	(passive) or (active)	 Either 	passive or active	 tags could be confirmed in a short-notice inspection.	 Either  passive or active  tags could be confirmed in a short-notice inspection.
50506	yes	X or Y	active	passive	active - passive	(active) or (passive)	 With the 	active or passive	 cooperation of many Democratic and Republican politicians, media moguls, industrial interests, and conservative think tanks, the administration is mounting a deliberate (e.	 With the  active or passive  cooperation of many Democratic and Republican politicians, media moguls, industrial interests, and conservative think tanks, the administration is mounting a deliberate (e.
49864	yes	X or Y	active	passive	active - passive	(active) or (passive)	 Whether the attentional manipulation is generated internally or externally, or is 	active or passive	, does not appear to be a factor.	 Whether the attentional manipulation is generated internally or externally, or is  active or passive , does not appear to be a factor.
35867	yes	X or Y	active	passive	active - passive	(active) or (passive)	 So, whether using 	active or passive	 techniques, scientists are ultimately concerned with the physics of extracting a signal that propagates in a lossy, dynamic waveguide from noise influenced by that same waveguide's complexity.	 So, whether using  active or passive  techniques, scientists are ultimately concerned with the physics of extracting a signal that propagates in a lossy, dynamic waveguide from noise influenced by that same waveguide's complexity.
25056	yes	X or Y	active	passive	active - passive	(active) or (passive)	 It follows that 	active or passive	 resistance to the challenge of critical thinking is the common, not the rare, case.	 It follows that  active or passive  resistance to the challenge of critical thinking is the common, not the rare, case.
32067	yes	X or Y	active	passive	active - passive	(active) or (passive)	 Optical tracking that uses 	active or passive	 markers placed at reproducible locations on the patient's skin surface is another option.	 Optical tracking that uses  active or passive  markers placed at reproducible locations on the patient's skin surface is another option.
7825	yes	X or Y	passive	active	active - passive	(passive) or (active)	 And how the Middle East evolves depends very heavily on the degree to which America chooses to play a 	passive or active	 role.	 And how the Middle East evolves depends very heavily on the degree to which America chooses to play a  passive or active  role.
53483	yes	X or Y	active	passive	active - passive	(active) or (passive)	, barrier to autointegration factor (BAF) protein (32) and topoisomerase II (20) -- but whether by an 	active or passive	 transport process remains unclear.	, barrier to autointegration factor (BAF) protein (32) and topoisomerase II (20) -- but whether by an  active or passive  transport process remains unclear.
12781	yes	X or Y	active	passive	active - passive	(active) or (passive)	" Consequently they are stated as "" shall "" or "" must "" rules, depending whether the verb is in the "	active or passive	 voice.	" Consequently they are stated as "" shall "" or "" must "" rules, depending whether the verb is in the  active or passive  voice."
23502	yes	X or Y	active	passive	active - passive	(active) or (passive)	 In general use, this term is considered as synonymous with rahm, although rhim can only be active whereas rahm may have an 	active or passive	 meaning.	 In general use, this term is considered as synonymous with rahm, although rhim can only be active whereas rahm may have an  active or passive  meaning.
33449	yes	X or Y	active	passive	active - passive	(active) or (passive)	 Questions remain as to whether LC8 is playing an 	active or passive	 role in apoptosis.	 Questions remain as to whether LC8 is playing an  active or passive  role in apoptosis.
43183	yes	X or Y	active	passive	active - passive	(active) or (passive)	 Then there is sentence structure: preference for 	active or passive	 voice, degree of use of dependent clauses, rate of pronoun-for-noun substitutions.	 Then there is sentence structure: preference for  active or passive  voice, degree of use of dependent clauses, rate of pronoun-for-noun substitutions.
9080	yes	X or Y	passive	active	active - passive	(passive) or (active)	 As in the case of pronatalist policies, such conversion may be 	passive or active	.	 As in the case of pronatalist policies, such conversion may be  passive or active .
15415	yes	X or Y	active	passive	active - passive	(active) or (passive)	 For me, link attraction tactics are 	active or passive	, and at times, both.	 For me, link attraction tactics are  active or passive , and at times, both.
34316	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 Self-advocacy means being 	active rather than passive	.	 Self-advocacy means being  active rather than passive .
38406	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 The ability to control the learning experience makes the student an 	active rather than passive	 learner.	 The ability to control the learning experience makes the student an  active rather than passive  learner.
4173	yes	X rather than Y	passive	active	active - passive	(passive) rather than (active)	 (Most seem to take a laissez faire stance on religion, and are therefore 	passive rather than active	 accommodationists.	 (Most seem to take a laissez faire stance on religion, and are therefore  passive rather than active  accommodationists.
44067	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 These environments are characterized by the inclusion of student input in decision making processes, 	active rather than passive	 student learning, and flexibility in timelines for learning.	 These environments are characterized by the inclusion of student input in decision making processes,  active rather than passive  student learning, and flexibility in timelines for learning.
22100	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 IRI requires that children be 	active rather than passive	 recipients of information.	 IRI requires that children be  active rather than passive  recipients of information.
32568	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 PSI methods would provide 	active rather than passive	 learning and would emphasize learning rather than teaching strategies.	 PSI methods would provide  active rather than passive  learning and would emphasize learning rather than teaching strategies.
10006	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 Because there are no other trainees to hide behind, learners are forced to be 	active rather than passive	, and you are assured the trainee actually will perform later as desired.	 Because there are no other trainees to hide behind, learners are forced to be  active rather than passive , and you are assured the trainee actually will perform later as desired.
7275	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 Although part of the involvement effect is likely due to the interactive, and therefore 	active rather than passive	, nature of high-presence media, there seems to be more at work.	 Although part of the involvement effect is likely due to the interactive, and therefore  active rather than passive , nature of high-presence media, there seems to be more at work.
44531	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 They are using 	active rather than passive	 sonar.	 They are using  active rather than passive  sonar.
18390	yes	X rather than Y	passive	active	active - passive	(passive) rather than (active)	 Hers was the kind of consciousness that is not consciousness as intellectuals define it, but is 	passive rather than active	.	 Hers was the kind of consciousness that is not consciousness as intellectuals define it, but is  passive rather than active .
29943	yes	X rather than Y	passive	active	active - passive	(passive) rather than (active)	 Most students in a survey class usually expect to be 	passive rather than active	 participants.	 Most students in a survey class usually expect to be  passive rather than active  participants.
36072	yes	X rather than Y	passive	active	active - passive	(passive) rather than (active)	 Some people believe that older adults are frail, have no desire or capacity for musical learning or relearning, prefer 	passive rather than active	 involvement, and prefer sedate musical styles over others.	 Some people believe that older adults are frail, have no desire or capacity for musical learning or relearning, prefer  passive rather than active  involvement, and prefer sedate musical styles over others.
42963	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 Their discoveries about their response to the study of history resulted from their efforts at informal writing, which forced them to be 	active rather than passive	 learners.	 Their discoveries about their response to the study of history resulted from their efforts at informal writing, which forced them to be  active rather than passive  learners.
12513	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 Citizens are positioned in governmental discourses, therefore, as 	active rather than passive	 subjects of governance.	 Citizens are positioned in governmental discourses, therefore, as  active rather than passive  subjects of governance.
24535	yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 Instructional television was used to teach critical thinking, motivate student learning, and sharpen perceptual skills @ @ @ @ @ @ @ @ @ @ elicit student participation, reinforcing 	active rather than passive	 viewing habits.	 Instructional television was used to teach critical thinking, motivate student learning, and sharpen perceptual skills @ @ @ @ @ @ @ @ @ @ elicit student participation, reinforcing  active rather than passive  viewing habits.
10772	yes	X, not Y	active	passive	active - passive	(active), not (passive)	 But I think it also has to be deliberate; something that's 	active, not passive	.	 But I think it also has to be deliberate; something that's  active, not passive .
42769	yes	X, not Y	passive	active	active - passive	(passive), not (active)	 The wheels are 	passive, not active	.	 The wheels are  passive, not active .
12827	yes	X, not Y	active	passive	active - passive	(active), not (passive)	 Constructivist learning is about being 	active, not passive	 (Marlowe &; Page, 2005).	 Constructivist learning is about being  active, not passive  (Marlowe &; Page, 2005).
6031	yes	X, not Y	passive	active	active - passive	(passive), not (active)	 A scrying spell is 	passive, not active	.	 A scrying spell is  passive, not active .
18508	yes	X, not Y	active	passive	active - passive	(active), not (passive)	 His camera is 	active, not passive	.	 His camera is  active, not passive .
8502	yes	between X and Y	active	passive	active - passive	between (active) and (passive)	 Andrew wants to talk about the difference 	between active and passive	 love.	 Andrew wants to talk about the difference  between active and passive  love.
31903	yes	between X and Y	active	passive	active - passive	between (active) and (passive)	 One problem that it faces, however, is that it is unclear whether we can make sense of the distinction Brady draws 	between active and passive	 evaluative attitudes, at least in the epistemic sphere.	 One problem that it faces, however, is that it is unclear whether we can make sense of the distinction Brady draws  between active and passive  evaluative attitudes, at least in the epistemic sphere.
1761	yes	between X and Y	active	passive	active - passive	between (active) and (passive)	" "" Honey, see if you have time to call the caterers about Saturday, and let's get someone out here to fix that toilet and someone to teach Charlie the difference "	between active and passive	 voice.	" "" Honey, see if you have time to call the caterers about Saturday, and let's get someone out here to fix that toilet and someone to teach Charlie the difference  between active and passive  voice."
42990	yes	between X and Y	active	passive	active - passive	between (active) and (passive)	 Their grammars often force the speaker to attend to nuances of difference 	between active and passive	 much more than a European languages does, etc.	 Their grammars often force the speaker to attend to nuances of difference  between active and passive  much more than a European languages does, etc.
19763	yes	between X and Y	active	passive	active - passive	between (active) and (passive)	 I assume you understand the difference 	between active and passive	 surveillance.	 I assume you understand the difference  between active and passive  surveillance.
29696	yes	between X and Y	passive	active	active - passive	between (passive) and (active)	 More precisely, we can point to the distinction 	between passive and active	 ways of expressing the connection between the knower and the known.	 More precisely, we can point to the distinction  between passive and active  ways of expressing the connection between the knower and the known.
23835	yes	between X and Y	active	passive	active - passive	between (active) and (passive)	 In some settings where a distinction 	between active and passive	 roles is especially important, for example, sexual practices may be developed exclusively along these lines (Arboleda, 1987; Carrier, 1976; Lancaster, 1988).	 In some settings where a distinction  between active and passive  roles is especially important, for example, sexual practices may be developed exclusively along these lines (Arboleda, 1987; Carrier, 1976; Lancaster, 1988).
39758	yes	between X and Y	active	passive	active - passive	between (active) and (passive)	 The first distinction is 	between active and passive	 conception and is exemplified in De festis of Benedict XIV, in which the pope comments on the doctrine of the Immaculate Conception.	 The first distinction is  between active and passive  conception and is exemplified in De festis of Benedict XIV, in which the pope comments on the doctrine of the Immaculate Conception.
51858	yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 detailed inspection, BB K9 inspections and monitors 	both active and passive	 and you ca n't see a physical bug anywhere think mites as a very possible answer.	 detailed inspection, BB K9 inspections and monitors  both active and passive  and you ca n't see a physical bug anywhere think mites as a very possible answer.
8565	yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 Antecedent upper respiratory tract infection, household crowding, and 	both active and passive	 smoking also are also associated with increased risk.	 Antecedent upper respiratory tract infection, household crowding, and  both active and passive  smoking also are also associated with increased risk.
37870	yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 The 27 subjects involved in rimming (oral-anal contact) did not use protection other than washing, except for one subject who used plastic wrap or latex for 	both active and passive	 rimming.	 The 27 subjects involved in rimming (oral-anal contact) did not use protection other than washing, except for one subject who used plastic wrap or latex for  both active and passive  rimming.
7296	yes	both X and Y	passive	active	active - passive	both (passive) and (active)	 Although the answer must be qualified, including 	both passive and active	 facts in training increased training efficiency.	 Although the answer must be qualified, including  both passive and active  facts in training increased training efficiency.
46875	yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 Thus, in 1975, the Commission on Medical Ethics of the Health Council advised that, for newborns, 	both active and passive	 euthanasia should be permissible under certain conditions.	 Thus, in 1975, the Commission on Medical Ethics of the Health Council advised that, for newborns,  both active and passive  euthanasia should be permissible under certain conditions.
18794	yes	both X and Y	passive	active	active - passive	both (passive) and (active)	 His plans for the new public green space were ambitious, incorporating 	both passive and active	 recreation into its development (Baltimore News 1898).	 His plans for the new public green space were ambitious, incorporating  both passive and active  recreation into its development (Baltimore News 1898).
52330	yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 n99 At the same time, the ether exhibited 	both active and passive	" functions that led Newton to believe that "" the aether is but a vehicle to some more active spirit."	" n99 At the same time, the ether exhibited  both active and passive  functions that led Newton to believe that "" the aether is but a vehicle to some more active spirit."
29490	yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 Methodology/Principal Findings Personal space was evaluated as the comfort interpersonal distance between participant and experimenter during 	both active and passive	 approach tasks.	 Methodology/Principal Findings Personal space was evaluated as the comfort interpersonal distance between participant and experimenter during  both active and passive  approach tasks.
23810	yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 In simple terms, this means that each space has to have the vital presence of 	both active and passive	 energies in order to sustain good feng shui energy.	 In simple terms, this means that each space has to have the vital presence of  both active and passive  energies in order to sustain good feng shui energy.
39312	yes	both X and Y	active	passive	active - passive	both (active) and (passive)	 The dark night takes 	both active and passive	 forms.	 The dark night takes  both active and passive  forms.
33817	yes	either X or Y	active	passive	active - passive	either (active) or (passive)	 Resistance, 	either active or passive	, serves as a defensive response to the perceived threat imposed by the principal's evaluation.	 Resistance,  either active or passive , serves as a defensive response to the perceived threat imposed by the principal's evaluation.
30736	yes	either X or Y	active	passive	active - passive	either (active) or (passive)	 No state in the United States allows active euthanasia, although Oregon has a law that allows physician-assisted suicide, which is distinguishable from 	either active or passive	 euthanasia.	 No state in the United States allows active euthanasia, although Oregon has a law that allows physician-assisted suicide, which is distinguishable from  either active or passive  euthanasia.
12309	yes	from X to Y	passive	active	active - passive	from (passive) to (active)	 Cautiously, he flipped his cyberneurons'reception settings 	from passive to active	, and for the first time in, like, ages, really listened to what the beach was saying.	 Cautiously, he flipped his cyberneurons'reception settings  from passive to active , and for the first time in, like, ages, really listened to what the beach was saying.
24824	yes	from X to Y	passive	active	active - passive	from (passive) to (active)	 It begins with the shift 	from passive to active	 learning, from observing to experiencing, through creative acts.	 It begins with the shift  from passive to active  learning, from observing to experiencing, through creative acts.
3253	yes	from X to Y	passive	active	active - passive	from (passive) to (active)	" "" The technology is going "	from passive to active	", "" notes Professor Brian Stonehill, who created the media studies program at Pomona College in Claremont, Calif."	" "" The technology is going  from passive to active , "" notes Professor Brian Stonehill, who created the media studies program at Pomona College in Claremont, Calif."
12478	yes	from X to Y	passive	active	active - passive	from (passive) to (active)	 Christabel Bielenberg moved 	from passive to active	 resistance as Hitler seized power and the Nazi dictatorship clamped down.	 Christabel Bielenberg moved  from passive to active  resistance as Hitler seized power and the Nazi dictatorship clamped down.
16207	yes	more X than Y	passive	active	active - passive	more (passive) than (active)	 Goodlad (1983) and Sizer (1984) reported that typical classes in all middle school subjects emphasized 	more passive than active	 learning and more attention to teaching strategies than to learning strategies.	 Goodlad (1983) and Sizer (1984) reported that typical classes in all middle school subjects emphasized  more passive than active  learning and more attention to teaching strategies than to learning strategies.
43936	yes	neither X nor Y	active	passive	active - passive	neither (active) nor (passive)	" These "" neuter "" women were neither masculine nor feminine, "	neither active nor passive	, neither within nor without their culture; they stood on the margin of these dualities both within and without their works.	" These "" neuter "" women were neither masculine nor feminine,  neither active nor passive , neither within nor without their culture; they stood on the margin of these dualities both within and without their works."
15602	yes	neither X nor Y	passive	active	active - passive	neither (passive) nor (active)	 For whatever reason 	neither passive nor active	 distributed energy systems have taken off in the U.	 For whatever reason  neither passive nor active  distributed energy systems have taken off in the U.
28364	yes	not X, but Y	passive	active	active - passive	not (passive), but (active)	 Learners and learning are 	not passive, but active	.	 Learners and learning are  not passive, but active .
46980	yes	whether X or Y	passive	active	active - passive	whether (passive) or (active)	 To assert that the screeners are highly trained and do not engaged in this type of discrimination, 	whether passive or active	, is unsupportable because there is no data.	 To assert that the screeners are highly trained and do not engaged in this type of discrimination,  whether passive or active , is unsupportable because there is no data.
38471	yes	whether X or Y	active	passive	active - passive	whether (active) or (passive)	 The aggressor, 	whether active or passive	 @ @ @ @ @ @ @ @ @ @ have to be physical.	 The aggressor,  whether active or passive  @ @ @ @ @ @ @ @ @ @ have to be physical.
17542	yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	 He was at an age when biographies of his contemporaries, 	dead and alive	, were emerging.	 He was at an age when biographies of his contemporaries,  dead and alive , were emerging.
45546	yes	X and Y	alive	dead	alive - dead	(alive) and (dead)	 This comes from all the Hatches 	alive and dead	 whom you two have loved, helped in so many ways, and prayed for through the years.	 This comes from all the Hatches  alive and dead  whom you two have loved, helped in so many ways, and prayed for through the years.
17076	yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	 He looked 	dead and alive	 all at once.	 He looked  dead and alive  all at once.
36805	yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	 Suicide is n't only for select members, it involves everyone 	dead and alive	.	 Suicide is n't only for select members, it involves everyone  dead and alive .
