sent_id;class;pattern;X_found;Y_found;pair;context_pre;costr;context_post;antonymous_value
104101;no;X e Y;vivissimo;lucente;morto - vivo;Dallo zafferano si ottiene il colorante giallo più bello in assoluto, e, specie quando viene usato per tingere lini o sete, conferisce ai tessuti un colore;vivissimo e lucente;.;
1669802;no;sia X sia Y;falsa;dannosa;falso - vero;Questo saggio e altri analoghi contengono le tesi di Russell non solo contro la concezione cristiana di Dio ma contro le concezioni di Dio espresse da tutte le grandi religioni del mondo, ognuna delle quali Russell considera;sia falsa sia dannosa;.;
6217600;no;X ma Y;fredda;pungente;caldo - freddo;Piero Giarda, che prima di essere sottosegretario al Tesoro è soprattutto docente di economia alla Cattolica di Milano e uno dei massimi esperti di gestione e efficienza della spesa pubblica, è arrivato al workshop dello Studio Ambrosetti con una;fredda ma pungente;analisi delle probabili cause della mancata ripresa italiana.;
819533;no;X ma Y;lento;costante;lento - veloce;Con le braccia legnose, il fuochista continuava a nutrirla con un ritmo più;lento ma costante;.;
3759704;no;meno X che Y;vero;numerosi;falso - vero;""" Non era";meno vero che numerosi;volontari distribuivano i fogli del P.I. e riuscivano, per il momento, a mobilitare i Bassifondi su rivendicazioni più concrete.;
4310026;no;sia X sia Y;vivi;seccati;morto - vivo;SCORPIONI E TARANTOLE Questi grandi scorpioni africani e ragni messicani sono oggetto di un grande traffico per collezionisti,;sia vivi sia seccati;.;
4156876;no;X e Y;lunga;tormentata;corto - lungo;Arthur Ashe, autentica leggenda nel tennis mondiale, muore di aids a 49 anni, dopo una malattia;lunga e tormentata;che lo ha visto sulle pagine di tutti i giornali, spesso accostato a Magic Johnson (entrambi campioni sportivi notissimi, entrambi neri, entrambi eterosessuali).;
2944041;no;non X ma Y;spaventosa;fredda;caldo - freddo;"E qui mi colse un capogiro, non però per un senso di caduta, ma era come un'onda nera dentro la mia testa, incontrastabile; la sensazione";non spaventosa ma fredda;dello svanire.;
4894726;no;X ma Y;nuovo;antichissimo;nuovo - vecchio;Il;nuovo ma antichissimo;feticcio del farsi giustizia da sé, senza le lungaggini dei tribunali potrebbe farsi sempre più strada ed una sempre più diffusa propensione alla illegalità sostituire fatalmente le lunge attese.;
6354511;no;sia X che Y;urbane;interurbane;rurale - urbano;Le tariffe telefoniche,;sia urbane che interurbane;, sia diurne che notturne, relative ai numeri più frequentemente chiamati, tra i quali evidentemente i numeri di accesso a Internet, verranno quindi sostanzialmente scontate dietro il pagamento di un canone fisso il cui importo è ancora da stabilirsi.;
1631177;no;o X o Y;morto;vecchio;nuovo - vecchio;«Sì,;o morto o vecchio;come il cucco.;
6220444;no;X , non Y;temporaneo;provvisorio;permanente - temporaneo;E io ho risposto che se tutti i 15 paesi saranno concordi, perché ci sono mille problemi e mille diversità, e se l'incarico sarà dato in modo non;temporaneo, non provvisorio;", non condizionato, e se sarà possibile avere un forte programma europeo, certamente non mi tirerò indietro rispetto alle responsabilità "".";
6728168;no;X ma Y;bassa;tagliente;alto - basso;Lo guardai dritto negli occhi e con voce;bassa ma tagliente;, quasi sfidandolo, gli dissi che poteva anche insultare me, ma mia sorella non doveva permettersi neppure di nominarla.;
5078623;no;tra X e Y;comunali;private;privato - pubblico;Punti di prenotazione sono diventate anche le farmacie (sette,;tra comunali e private;), collegate col Centro di prenotazione della Asl.;
4755493;no;X , non Y;curati;lunghi;corto - lungo;I capelli di tale individuo erano biondi e;curati, non lunghi;.;
1502112;no;sia X che Y;permanente;storico;permanente - temporaneo;Ciò salvaguarda il carattere;sia permanente che storico;di questo «patrimonio» dottrinale [23] che, con le sue specifiche caratteristiche, fa parte della Tradizione sempre vitale della Chiesa [24].;
3120564;no;X al_posto_di Y;mediocre;veri;falso - vero;Chi conosceva bene Freed dichiarò che, da sincero amico della musica qual era, mai avrebbe acconsentito a spingere gente;mediocre al posto di veri;professionisti, nè tantomeno fare il furbo sulle tasse.;
9715;no;X o Y;sabbioso;ricco;povero - ricco;"Per quanto riguarda i picchetti, nella tenda ce ne sono a sufficienza e di solito sono i cosiddetti "" spilloni "": vanno bene per qualsiasi fondo del campeggio, tranne che nei rari casi di terreno";sabbioso o ricco;di sassi (dove servono due diversi tipi di picchetti, ma, ripeto sono casi rari).;
5198759;no;tanto X quanto Y;comune;falso;falso - vero;fitness _ 29 2 Al sole sempre protette Che la pelle grassa abbia bisogno di poca protezione è un luogo;tanto comune quanto falso;.;
2583994;no;X , non Y;triste;furioso;felice - triste;» «Lo so» ha replicato, e mi è sembrato molto;triste, non furioso;"come nei miei incubi; assomigliava di più all'uomo distrutto che si era seduto sul mio letto e mi aveva raccontato del suo bambino mai nato.";
6635755;no;sia X sia Y;alti;gonfi;alto - basso;I capelli biondi - mi sforzai di trovare i termini corretti - erano;sia alti sia gonfi;, e le cadevano sotto le spalle formando delle onde luminose.;
5160510;no;X o Y;cattivo;violento;buono - cattivo;Prima di domandarci perché stiamo scappando è meglio chiederci come mai dobbiamo fuggire e che cosa rappresenta l'inseguitore: potrebbe trattarsi di un nostro sentimento che giudichiamo;cattivo o violento;, che rifiutiamo e che per questo ci appare come una minaccia che ci incalza.;
2923047;no;tanto X quanto Y;cattiva;vera;buono - cattivo;""" Non fare lo stronzo, Steve "" lo apostrofò lei un po' offesa da quella frase";tanto cattiva quanto vera;.;
4257445;no;a X e Y;vecchie;introvabili;nuovo - vecchio;"E'una maniera di ingannare il lettore che si trova a disposizione un gruppo di scritti troppo esiguo; ne deriva che il significato di questi autori rimane affidato o";a vecchie e introvabili;edizioni o a clandestini rilanci voluti arditamente da piccole case editrici.;
4248546;no;X ma Y;leggero;pregnante;leggero - pesante;Suso è figlia di pittrice e dalla madre ha ereditato il tocco;leggero ma pregnante;di una pennellata che lascia il segno e incide la tavola pittorica con una gamma espressiva volutamente limitata ed esaustiva.;
448979;no;o X o Y;lieta;triste;felice - triste;(Shri Ramakrishna) Sente assai poco la propria passione,;o lieta o triste;che sia, chi sa troppo minutamente descriverla.;
5200734;no;X e Y;maschile;volitivo;femminile - maschile;Un'operazione richiesta soprattutto dagli uomini in cerca di un aspetto più;maschile e volitivo;, ma utile anche alle donne.;
5600413;no;X o Y;regionali;urbani;rurale - urbano;Un'ulteriore fase di sviluppo delle zone franche prende avvio negli anni 80 con una serie di iniziative destinate a servire sia i bisogni di particolari settori industriali o economici, sia le esigenze di rilancio di comprensori;regionali o urbani;investiti da situazioni di crisi.;
4597188;no;a X e Y;vera;compiuta;falso - vero;I giardini greci Gli elementi pervenutici sono insufficienti alla esatta ricostruzione dei giardini dell'antica Grecia: ci permettono comunque di affermare che in quella civiltà il giardino non assurse;a vera e compiuta;forma d'arte.;
145820;no;X o Y;bassa;mancante;alto - basso;La tensione di una o più uscite potrebbe essere;bassa o mancante;del tutto a causa di componenti guasti.;
2788309;no;X o Y;giovane;vecchio;nuovo - vecchio;Già da molti anni però le manifestazioni davanti all'ambasciata non sono che un pallido ricordo di quelle oceaniche degli Anni '80 e '90: in Iran non c'è praticamente nessuno,;giovane o vecchio;, che non vi abbia partecipato almeno una volta nella vita.;
4251166;no;X ma Y;fermo;vivo;morto - vivo;""" Seduto sul giornale spiegato per non sporcare il vestito il tronco al tronco impenetrabile";fermo ma vivo;"dov'è più vivo il traffico intollerabile della città serale lui, culmine assurdo del paesaggio intuito varcando in motorino l'ora di punta, di passaggio; forse si è stufato l'auto abbandonata di lato così, senza alcun apparente significato sotto l'ampiezza del faggio, a guardare dal clivo "".";
189793;no;X e Y;freddi;inospitali;caldo - freddo;E'originario delle steppe di Mongolia e Cina, ed è quindi adattato a climi aridi,;freddi e inospitali;.;
1193140;no;o X o Y;alti;rigidi;alto - basso;C'era un assortimento di poltrone e divani scompagnati, troppo bassi;o alti o rigidi;o scivolosi, a cui mio padre si era adattato senza mai smettere di ripetere che avrebbe amato vivere in una casa più confortevole.;
3164586;no;tanto X quanto Y;lunghi;stretti;corto - lungo;""" ci gridò Antonia allontandosi con i suoi sci";tanto lunghi quanto stretti;.;
1350786;no;X ma Y;lunghe;compostissime;corto - lungo;Tranne le;lunghe ma compostissime;file davanti ai negozi alimentari, per le strade non si avverte alcuna eccitazione o inquietudine, non si sente quell'atmosfera tesa che si forma nelle nostre città, come una corrente elettrica ad alta tensione, non appena qualche incidente turba la routine quotidiana.;
406872;no;X e Y;rischiosi;difficili;difficile - facile;Nei momenti di pessimismo verrebbe da pensare: quei viaggi,;rischiosi e difficili;, sono diventati troppo facili.;
2502678;no;X , non Y;piccolo;stupido;grande - piccolo;Ma Paolo era;piccolo, non stupido;, e si era accorto che la mamma deperiva, respirava a fatica, che non rideva più, che aveva lo sguardo perennemente velato.;
5941017;no;X e Y;minori;marginali;maggiore - minore;Capaci di sintetizzare un'epoca, di riassumerne le caratteristiche;minori e marginali;soltanto in apparenza.;
6476730;no;a X e Y;basse;medie;alto - basso;Il motore di 1598 cc è docile, piacevole da guidare;a basse e medie;velocità, in città soprattutto, e diventa gradualmente più avvertibile vicino ai 180 km h, limite massimo che consentono i 90 cavalli.;
1124008;no;non X ma Y;povero;ridotto;povero - ricco;All'indomani della sconfitta militare del 1967 l'Egitto si scoprì all'improvviso;non povero ma ridotto;alla fame.;
1083282;no;X o Y;pubblico;misto;privato - pubblico;"Infatti, la norma in parola si riferisce esclusivamente a quelle "" società, a capitale interamente";pubblico o misto;, costituite o partecipate dalle amministrazioni pubbliche regionali e locali per la produzione di beni e servizi strumentali all'attività di tali enti in funzione della loro attività, con esclusione dei servizi pubblici locali Â che, pertanto, costituiscono oggetto di diversa e specifica regolamentazione normativa rappresentata dai precetti contenuti negli artt. 2 e 3 del ddl di delega n.;
2601855;no;non X ma Y;affrettata;lenta;lento - veloce;La tecnica dell'indugio presume una lettura;non affrettata ma lenta;.;
3284938;no;X e Y;ventilato;asciutto;asciutto - bagnato;Va tenuto in un luogo;ventilato e asciutto;ed è necessario piazzare da qualche parte, ben nascosta, una trappola per topi perché i topi sono ghiotti di papiro e se ci arrivano sei rovinato.;
595511;no;X e Y;grandi;minuziose;grande - piccolo;Pertanto egli studiò attentamente le teorie in proposito e finì per concepire i suoi romanzi quasi come delle;grandi e minuziose;relazioni scientifiche in cui però l'interesse artistico è salvato dalla straordinaria potenza descrittiva.;
5125103;no;sia X sia Y;caldo;tiepido;caldo - freddo;potete servire questo contorno;sia caldo sia tiepido;o freddo.;
5627078;no;sia X sia Y;duri;teneri;duro - morbido;22-05-97 I MERCATI IN ITALIA - IL COMMENTO Alla Granaria di Milano i frumenti,;sia duri sia teneri;, hanno messo in evidenza una intonazione debole, con ribassi un pó per tutte le voci.;
7044543;no;tra X e Y;vero;immaginario;falso - vero;E lì ogni barriera cade definitivamente, ogni distinzione;tra vero e immaginario;si perde nella nuova realtà.;
2853166;no;X o Y;maschile;stupido;femminile - maschile;Vannantò perdette le staffe: egli non riusciva a sopportare uno sguardo;maschile o stupido;in due occhi di fattura quasi divina, né una manata cameratesca da una mano perfetta.;
5226603;no;X o Y;lenti;pigri;lento - veloce;I bambini più precoci producono la loro prima parola a 8-9 mesi, mentre i bambini;lenti o pigri;aspettano anche fino a 18 mesi.;
193121;no;X , non Y;attiva;sentimentale;attivo - passivo;Quando questa consapevolezza appare, nessun sentimento condizionato le si accorda e l'assenza di paura, la gioia spontanea e la compassione;attiva, non sentimentale;e di vasta portata, si manifestano in modo naturale.;
1648260;no;tanto X quanto Y;professionale;privata;privato - pubblico;Bjurman sembrava avere ridotto la sua attività,;tanto professionale quanto privata;, a uno zero vegetativo.;
2946583;no;X e Y;intelligente;ricca;povero - ricco;Sorrise sognando di incontrare almeno una bambina con gli occhi verdi, i capelli biondo scuro,;intelligente e ricca;di umanità, con un dieci per cento mancante di intuito, ma di buona volontà, amica e con il dito medio dei piedi più corto degli altri.;
4379870;no;X o Y;infinita;temporanea;permanente - temporaneo;Se si riuscisse a dimostrare con un esperimento che in effetti è così, giungerebbero a soluzione i due problemi a cui abbiamo accennato, quello delle reazioni termonucleari che avvengono dentro il Sole e quello dell'espansione dell'universo (;infinita o temporanea;?;
31134;no;X o Y;consistenti;duri;duro - morbido;L'apparecchio non deve essere utilizzato per passare alimenti troppo;consistenti o duri;, in quanto ne potrebbero compromettere il funzionamento.;
4349759;no;tra X e Y;lunghi;brevi;corto - lungo;Quanto alla raccolta di Tuttoscienze>, ora che può essere consultata tramite computer, si offre a una quantità di ricerche che rendono la consultazione estremamente pratica: si può partire dall'argomento che interessa, oppure da una o più parole - chiave che il computer andrà a individuare nei testi (e che appariranno evidenziate in rosso), o ancora dal nome dell'autore o di un personaggio citato nei titoli e nei circa mille articoli (;tra lunghi e brevi;).;
2057924;no;X e Y;femminili;barbariche;femminile - mascolino;Nata in una famiglia di narcos, cresciuta a contatto con il più grande di tutti, immersa in una cultura machista fin dalla più tenera età: come poteva permettere che gli stessi uomini che davanti a suo zio millantavano conquiste;femminili e barbariche;"uccisioni di nemici, poi tra loro usassero quella frase: "" Il mondo fa schifo Â?";
2838935;no;a X e Y;brevi;veloci;lento - veloce;Beve Antonio;a brevi e veloci;sorsi rigirando il bicchiere fra le mani mentre dai vetri di questo anonimo bar entra un sole già torpido e unto.;
6979287;no;X , non Y;urbano;sportivo;rurale - urbano;Non è di mia competenza, vado in bici ma solo in città, sono un ciclista;urbano, non sportivo;.;
5696823;no;da X a Y;rurale;industriale;rurale - urbano;Alle spalle del movimento, nel profondo della società, c'è la trasformazione del nostro Paese;da rurale a industriale;.;
4509441;no;o X o Y;buone;sagge;buono - cattivo;Questo principio non implica per noi la possibilità di realizzare istituzioni di questo genere che siano senza difetti o esenti da errore o che ci garantiscano che le politiche adottate da un buon governo democratico saranno necessariamente giuste;o buone o sagge;o anche necessariamente migliori o più sagge delle politiche adottate da un tiranno illuminato.;
712821;no;non X ma Y;difficile;pieno;difficile - facile;Tutti, invece, si sono dovuti inchinare all'austriaco sceso con il numero 31 che ha pennellato una discesa quasi perfetta riuscendo a fare la cosa più importante: non sbagliare niente su un percorso;non difficile ma pieno;di piccoli trabocchetti.;
811647;no;X , non Y;dritta;giusta;giusto - sbagliato;Il significato non cambia quando abbiamo torto, che vuol dire essere in una situazione non;dritta, non giusta;, sbagliata.;
2121362;no;a X e Y;ricche;sparluccicanti;povero - ricco;E ogni famiglia si portava appresso, a parti littini e seggie per i cchiù anziani e carrozzine per i cchiù picciliddri, le immancabili e grannissime lanne di cuddrironi accattate nei meglio fornai di Vigàta, che potivano essiri macari tri o quattro a secunna del nummaro dei componenti o della loro voracità, rotoli di sosizza e il rilativo attrezzo nicissario per arrostirla, attrezzo che variava dal semprici e poviro fornello di ferro a carbonella;a ricche e sparluccicanti;apparecchiature per il rosbif.;
5962720;no;tanto X quanto Y;lenta;micidiale;lento - veloce;Chi è mai l'anonimo che una lettera a Firenze innescando una miccia;tanto lenta quanto micidiale;?;
6320988;no;X , non Y;difficile;inferiore;difficile - facile;""" Chi l'affronta deve essere consapevole di un decorso lungo e";difficile, non inferiore;ai sei mesi.;
255837;no;X e Y;attivo;consapevole;attivo - passivo;Kraus rivolge il proprio invito affinchè questa Commissione possa servire anche ad uno sviluppo della mentalità scientifica nell'ambito della speleologia regionale, in modo da coinvolgere in modo;attivo e consapevole;quanti sono disposti a collaborare pur non disponendo di un adeguato bagaglio culturale.;
6601031;no;non X ma Y;inerti;attive;attivo - passivo;Al fare in quanto progetto egli oppone un fare in quanto processo di crescita, confluenza di materie;non inerti ma attive;e vive, dotate di un potenziale generativo.;
6223658;no;X , non Y;caldo;bollente;caldo - freddo;Il ventiquattro era vuoto e;caldo, non bollente;.;
2761843;no;X e Y;spessi;duri;duro - morbido;Poi c'è il «cribellum», con cui produce, mediante un organo particolare, un pettine di peli corti,;spessi e duri;, la seta «calamistrata».;
6655003;no;o X o Y;ricco;acclamato;povero - ricco;Questi bisogni non se ne vanno, non importa quanto uno diventi famoso;o ricco o acclamato;, non importa in quanti film o programmi televisivi compaia, non importa quanti premi vinca... Per un attimo i suoi pensieri lo rapirono, dando al suo volto un aspetto disteso e infantile finché non si scostò la frangia dagli occhi e riprese a parlare.;
5490051;no;o X o Y;medi;grandi;grande - piccolo;"Come dire, nascerebbero due tipi di imprese: "" Il problema di costituzionalità affiora proprio qui: il libero esercizio dell'autonomia privata... non viene vulnerato a tutela degli interessi dei consumatori, ossia di parti socialmente deboli, ma di categorie di imprenditori (piccoli";o medi o grandi;"che siano), i quali si trovano nella posizione di fornitori di altri imprenditori... "".";
6896696;no;non X ma Y;femminile;androgina;femminile - mascolino;"Heilbrun considera anche Virginia Woolf, la figura di gran lunga più significativa e influente in questo dibattito, e non solo, come "" il punto più alto di una nuova sensibilità letteraria,";non femminile ma androgina;""", arruolandola, forse un po' frettolosamente, alla sua causa.";
1491939;no;tanto X quanto Y;vecchie;minute;nuovo - vecchio;Si affollano intorno ai banchetti tenuti da donne;tanto vecchie quanto minute;che vendono una incredibile varietà di cibi indecifrabili, per lo più fritti.;
153003;no;X , non Y;femminili;frequente;femminile - mascolino;Già allora il regista manifestava una predilezione per i caratteri;femminili, non frequente;nel cinema italiano, che trova conferma a distanza di cinquant'anni.;
3041691;no;non X ma Y;grande;basso;grande - piccolo;Era un cavallo,;non grande ma basso;e grossetto, di curiosa bellezza per le gambe sottili e la criniera fluente.;
936698;no;o X o Y;temporanea;totale;permanente - temporaneo;"Si ricorda inoltre, che il lavoratore, nel caso in cui ritenga che il giudizio del medico competente sia stato "" condizionato "" o non lo condivida, può far ricorso avverso il giudizio di inidoneità parziale";o temporanea o totale;all'organo di vigilanza, territorialmente competente (Art. 17, comma 4 D.;
1680522;no;o X o Y;forte;veloce;lento - veloce;Si può nascere con maggiori o minori capacità, però nessuno diventa un atleta perché è nato alto;o forte o veloce;.;
4382307;no;X , non Y;sottile;alto;alto - basso;Era;sottile, non alto;, di portamento eretto, rigido, e camminava in modo singolare, a scossoni.;
6050032;no;tanto X quanto Y;maschile;femminile;femminile - mascolino;A partire dalle 9 di domenica prossima e ad oltranza, sui tavoli verdi della sala, si disputeranno le prime prove della Coppa Friuli 2001,;tanto maschile quanto femminile;.;
622068;no;sia X che Y;stretti;morbidi;duro - morbido;I pantaloni,;sia stretti che morbidi;, si portano con piccole giacche aderenti, sia in tinta unita che in grandi baiadere, nei colori tematici della collezione (verde, arancio, blu, bianco, fuxia).;
5511270;no;X ma Y;ottimista;prudente;ottimista - pessimista;"È lo stesso pensiero sia del presidente del Coni, Mario Pescante ("" Non posso dare giudizi, ma sono soddisfatto perché alcuni segnali positivi ci sono, in particolare l'apprezzamento della Commissione sul lavoro svolto dal gruppo che ha elaborato il dossier ""), sia del sindaco Francesco Rutelli che, nell'annunciare di recarsi a Losanna il 7 marzo, si dichiara """;ottimista ma prudente;""".";
236634;no;a X e Y;caldo;verniciato;caldo - freddo;Nel vostro caso ho scelto una soluzione piuttosto elaborata, ricoprendo l'intera parete di fondo del terrazzo con un esteso grigliato metallico (ferro zincato;a caldo e verniciato;"), realizzato secondo una composizione di trame più o meno fitte capaci di "" disegnare "" la parete nel vero senso della parola.";
491229;no;X ma Y;piccolo;interessante;grande - piccolo;"Curva dopo curva, si sale al paese dove è d'obbligo la visita al "" Museo civico archeologico "", via Roma, tel. 0784 68.150 (aperto in estate 9-13 e 15.30-18),";piccolo ma interessante;, che raccoglie tutti i reperti rinvenuti nelle numerose e non ancora totalmente esplorate necropoli della zona.;
7060888;no;X e Y;pessimisti;solidali;ottimista - pessimista;Generazione Z:;pessimisti e solidali;, ecco il mondo per i teenagers tra diritti civili e timori Temono il futuro tra guerre e inquinamento, sono altruisti e impegnati.;
1353490;no;a X e Y;pubbliche;ripetute;privato - pubblico;La levata di scudi musulmani e di scimitarre islamiche, che ha evangelicamente ricordato al papa di badare piuttosto alla trave nell'occhio della sua religione, e lo ha inauditamente costretto;a pubbliche e ripetute;"scuse, ha attirato più attenzione del fatto che quello stesso discorso fosse in realtà indirizzato agli scienziati e dedicato al rapporto tra fede e ragione, a partire dall'osservazione dello stesso imperatore bizantino che "" non agire secondo ragione è contrario alla natura di Dio "".";
541804;no;X e Y;neri;cattivi;buono - cattivo;"A partire dal 1910, i bollettini della Commissione per la Sanita'Pubblica di New Orleans scrivevano ripetutamente che la "" marijuana e'la piu'pericolosa sostanza mai apparsa nella zona ed i suoi nefasti effetti possono trasformare i buoni uomini bianchi in";neri e cattivi;""".";
2964386;no;X e Y;lenta;severa;lento - veloce;L'Abate lo fissò a lungo, poi disse con voce;lenta e severa;": "" Vi ho cercato subito dopo compieta.";
