sent_id;class;pattern;X_found;Y_found;pair;context_pre;costr;context_post;antonymous_value
21701;yes;X and Y;active;passive;active - passive; I would have students juggling ;active and passive; voice with every new verb they learn instead of saving passive voice for some future date.;
11789;yes;X and Y;active;passive;active - passive;" But we know that ten craft were there; the craft are loaded with equipment; even their most minimal state of attention is likely to entail complicated ";active and passive; sensing equipment.;
23182;yes;X and Y;passive;active;active - passive; In addition, ;passive and active; solar systems have been incorporated into over 2,000,000 residential and commercial buildings, and photovoltaic systems are providing electric power for thousands of remote installations.;
45941;yes;X and Y;active;passive;active - passive; This is particularly true for the second and third points of the hypothesis, those having to do with sanctifying grace and the habit of charity as created participations, respectively, of ;active and passive; spiration.;
42642;yes;X and Y;active;passive;active - passive; The verb has 4 tenses, 3 conjugations, 3 moods, ;active and passive; voice and the gerund.;
38692;yes;X and Y;active;passive;active - passive; The background of Luxembourg's fears is the regulation in the treaty of Maastricht which ensures for EC citizens the ;active and passive; vote in municipal and European elections in the country of residence.;
3204;yes;X and Y;active;passive;active - passive;" "" The participles express the permanence of the situation, and the combination of the ";active and passive; in the emphatic?;
41378;yes;X and Y;active;passive;active - passive; The press, the parliaments, and the cabinet meetings of Central Europe are full of new words: share, bond, ESOP (Employee Stock Ownership Program), limited company, holding company, mutual fund, pension fund, public offering, ;active and passive; investor.;
40826;yes;X and Y;active;passive;active - passive; The most important and direct reason, however, remains the ;active and passive; resistance among the rank and file members of the armed forces against carrying out coup orders.;
8897;yes;X and Y;active;passive;active - passive;" As William Ralph Inge, the English essayist, wrote early in the last century, "" all of nature is a conjugation of the verb to eat, in the ";active and passive;.;
14696;yes;X and Y;active;passive;active - passive; Familiar to one another after having lived in the same troop for 7 years, they took turns at adopting ;active and passive; roles in successive greetings.;
43729;yes;X and Y;passive;active;active - passive; There were also increasing incidents of ;passive and active; resistance in the missions, large-scale flight, and armed conflict.;
4148;yes;X and Y;passive;active;active - passive; (Here are two that I used to help teach tenth graders about ;passive and active; voice and verb tense and verb agreement.;
49002;yes;X and Y;active;passive;active - passive; What I have witnessed in law enforcement over the course of the last two decades serves to remind me how ;active and passive; prejudice can undermine public trust in important institutions, like police agencies.;
32238;yes;X and Y;active;passive;active - passive; Other therapy forms (especially ;active and passive; physical modalities) had been tried by 85.;
4319;yes;X and Y;active;passive;active - passive; (n2) Other known risk factors include ;active and passive; smoking, exposure to certain chemical agents (e.;
43877;yes;X and Y;passive;active;active - passive; Therefore the frequent Western association of yin and yang with ;passive and active; behavior, respectively, does not seem to be consistent with Chinese thought.;
32631;yes;X and Y;active;passive;active - passive; Parks and recreation: We need more ;active and passive; recreation.;
45053;yes;X and Y;active;passive;active - passive; They used three ;active and passive; observation conditions (stand, walk, ride).;
14295;yes;X and Y;active;passive;active - passive; Even with the computer synthesizing both the ;active and passive; signals, he was almost impossible to see.;
32630;yes;X and Y;active;passive;active - passive; Parks and recreation facilities, developed with a balance of ;active and passive; programming.;
25674;yes;X and Y;active;passive;active - passive; It is simpler than present PWRs, combines ;active and passive; @ @ @ @ @ @ @ @ @ @ gigawatt days per tonne (GWd/t) burn-up.;
53429;yes;X and Y;active;passive;active - passive;, 1997) are again improving our understanding of how ;active and passive; tension components within muscles contribute to movement.;
30814;yes;X and Y;active;passive;active - passive; Nonetheless, the incidence of intrauterine HBV infection remains as high as 43% when maternal serum HBV DNA exceeds 10 8 copies/ml 30, even with prompt administration of ;active and passive; vaccination.;
9545;yes;X and Y;active;passive;active - passive; At the time, he introduced the ;active and passive; solar paths.;
49816;yes;X and Y;active;passive;active - passive; Whether every car gets checked, or every tenth car, police must demonstrate that they have attempted to eliminate the effects of ;active and passive;" discrimination when using "" random "" strategies.";
16334;yes;X and Y;active;passive;active - passive; Grunig has characterized these respective groups as ;active and passive; publics.;
39645;yes;X and Y;active;passive;active - passive; The extent to which students learned ;active and passive; facts was evaluated on paper posttests administered after the completion of each module.;
47269;yes;X and Y;passive;active;active - passive; Todays TERRA is semiclear so you can compare the look with ;passive and active; microwave.;
4564;yes;X or Y;active;passive;active - passive;" // "" I'm fairly sure, "" said Phil Hoskins, director of the Department of Community Affairs, "" there's no county in the metro area more committed to acquiring parkland for ";active or passive; parks.;
7242;yes;X or Y;active;passive;active - passive; Although initial setbacks associated with unanticipated aseptic meningo-encephalitis have slowed development of immunotherapeutic approaches, ;active or passive; immunization against A?;
13926;yes;X or Y;passive;active;active - passive; Either ;passive or active; tags could be confirmed in a short-notice inspection.;
50506;yes;X or Y;active;passive;active - passive; With the ;active or passive; cooperation of many Democratic and Republican politicians, media moguls, industrial interests, and conservative think tanks, the administration is mounting a deliberate (e.;
49864;yes;X or Y;active;passive;active - passive; Whether the attentional manipulation is generated internally or externally, or is ;active or passive;, does not appear to be a factor.;
35867;yes;X or Y;active;passive;active - passive; So, whether using ;active or passive; techniques, scientists are ultimately concerned with the physics of extracting a signal that propagates in a lossy, dynamic waveguide from noise influenced by that same waveguide's complexity.;
25056;yes;X or Y;active;passive;active - passive; It follows that ;active or passive; resistance to the challenge of critical thinking is the common, not the rare, case.;
32067;yes;X or Y;active;passive;active - passive; Optical tracking that uses ;active or passive; markers placed at reproducible locations on the patient's skin surface is another option.;
7825;yes;X or Y;passive;active;active - passive; And how the Middle East evolves depends very heavily on the degree to which America chooses to play a ;passive or active; role.;
53483;yes;X or Y;active;passive;active - passive;, barrier to autointegration factor (BAF) protein (32) and topoisomerase II (20) -- but whether by an ;active or passive; transport process remains unclear.;
12781;yes;X or Y;active;passive;active - passive;" Consequently they are stated as "" shall "" or "" must "" rules, depending whether the verb is in the ";active or passive; voice.;
23502;yes;X or Y;active;passive;active - passive; In general use, this term is considered as synonymous with rahm, although rhim can only be active whereas rahm may have an ;active or passive; meaning.;
33449;yes;X or Y;active;passive;active - passive; Questions remain as to whether LC8 is playing an ;active or passive; role in apoptosis.;
43183;yes;X or Y;active;passive;active - passive; Then there is sentence structure: preference for ;active or passive; voice, degree of use of dependent clauses, rate of pronoun-for-noun substitutions.;
9080;yes;X or Y;passive;active;active - passive; As in the case of pronatalist policies, such conversion may be ;passive or active;.;
15415;yes;X or Y;active;passive;active - passive; For me, link attraction tactics are ;active or passive;, and at times, both.;
34316;yes;X rather than Y;active;passive;active - passive; Self-advocacy means being ;active rather than passive;.;
38406;yes;X rather than Y;active;passive;active - passive; The ability to control the learning experience makes the student an ;active rather than passive; learner.;
4173;yes;X rather than Y;passive;active;active - passive; (Most seem to take a laissez faire stance on religion, and are therefore ;passive rather than active; accommodationists.;
44067;yes;X rather than Y;active;passive;active - passive; These environments are characterized by the inclusion of student input in decision making processes, ;active rather than passive; student learning, and flexibility in timelines for learning.;
22100;yes;X rather than Y;active;passive;active - passive; IRI requires that children be ;active rather than passive; recipients of information.;
32568;yes;X rather than Y;active;passive;active - passive; PSI methods would provide ;active rather than passive; learning and would emphasize learning rather than teaching strategies.;
10006;yes;X rather than Y;active;passive;active - passive; Because there are no other trainees to hide behind, learners are forced to be ;active rather than passive;, and you are assured the trainee actually will perform later as desired.;
7275;yes;X rather than Y;active;passive;active - passive; Although part of the involvement effect is likely due to the interactive, and therefore ;active rather than passive;, nature of high-presence media, there seems to be more at work.;
44531;yes;X rather than Y;active;passive;active - passive; They are using ;active rather than passive; sonar.;
18390;yes;X rather than Y;passive;active;active - passive; Hers was the kind of consciousness that is not consciousness as intellectuals define it, but is ;passive rather than active;.;
29943;yes;X rather than Y;passive;active;active - passive; Most students in a survey class usually expect to be ;passive rather than active; participants.;
36072;yes;X rather than Y;passive;active;active - passive; Some people believe that older adults are frail, have no desire or capacity for musical learning or relearning, prefer ;passive rather than active; involvement, and prefer sedate musical styles over others.;
42963;yes;X rather than Y;active;passive;active - passive; Their discoveries about their response to the study of history resulted from their efforts at informal writing, which forced them to be ;active rather than passive; learners.;
12513;yes;X rather than Y;active;passive;active - passive; Citizens are positioned in governmental discourses, therefore, as ;active rather than passive; subjects of governance.;
24535;yes;X rather than Y;active;passive;active - passive; Instructional television was used to teach critical thinking, motivate student learning, and sharpen perceptual skills @ @ @ @ @ @ @ @ @ @ elicit student participation, reinforcing ;active rather than passive; viewing habits.;
10772;yes;X, not Y;active;passive;active - passive;" But I think it also has to be deliberate; something that's ";active, not passive;.;
42769;yes;X, not Y;passive;active;active - passive; The wheels are ;passive, not active;.;
12827;yes;X, not Y;active;passive;active - passive; Constructivist learning is about being ;active, not passive;" (Marlowe &; Page, 2005).";
6031;yes;X, not Y;passive;active;active - passive; A scrying spell is ;passive, not active;.;
18508;yes;X, not Y;active;passive;active - passive; His camera is ;active, not passive;.;
8502;yes;between X and Y;active;passive;active - passive; Andrew wants to talk about the difference ;between active and passive; love.;
31903;yes;between X and Y;active;passive;active - passive; One problem that it faces, however, is that it is unclear whether we can make sense of the distinction Brady draws ;between active and passive; evaluative attitudes, at least in the epistemic sphere.;
1761;yes;between X and Y;active;passive;active - passive;" "" Honey, see if you have time to call the caterers about Saturday, and let's get someone out here to fix that toilet and someone to teach Charlie the difference ";between active and passive; voice.;
42990;yes;between X and Y;active;passive;active - passive; Their grammars often force the speaker to attend to nuances of difference ;between active and passive; much more than a European languages does, etc.;
19763;yes;between X and Y;active;passive;active - passive; I assume you understand the difference ;between active and passive; surveillance.;
29696;yes;between X and Y;passive;active;active - passive; More precisely, we can point to the distinction ;between passive and active; ways of expressing the connection between the knower and the known.;
23835;yes;between X and Y;active;passive;active - passive; In some settings where a distinction ;between active and passive;" roles is especially important, for example, sexual practices may be developed exclusively along these lines (Arboleda, 1987; Carrier, 1976; Lancaster, 1988).";
39758;yes;between X and Y;active;passive;active - passive; The first distinction is ;between active and passive; conception and is exemplified in De festis of Benedict XIV, in which the pope comments on the doctrine of the Immaculate Conception.;
51858;yes;both X and Y;active;passive;active - passive; detailed inspection, BB K9 inspections and monitors ;both active and passive; and you ca n't see a physical bug anywhere think mites as a very possible answer.;
8565;yes;both X and Y;active;passive;active - passive; Antecedent upper respiratory tract infection, household crowding, and ;both active and passive; smoking also are also associated with increased risk.;
37870;yes;both X and Y;active;passive;active - passive; The 27 subjects involved in rimming (oral-anal contact) did not use protection other than washing, except for one subject who used plastic wrap or latex for ;both active and passive; rimming.;
7296;yes;both X and Y;passive;active;active - passive; Although the answer must be qualified, including ;both passive and active; facts in training increased training efficiency.;
46875;yes;both X and Y;active;passive;active - passive; Thus, in 1975, the Commission on Medical Ethics of the Health Council advised that, for newborns, ;both active and passive; euthanasia should be permissible under certain conditions.;
18794;yes;both X and Y;passive;active;active - passive; His plans for the new public green space were ambitious, incorporating ;both passive and active; recreation into its development (Baltimore News 1898).;
52330;yes;both X and Y;active;passive;active - passive; n99 At the same time, the ether exhibited ;both active and passive;" functions that led Newton to believe that "" the aether is but a vehicle to some more active spirit.";
29490;yes;both X and Y;active;passive;active - passive; Methodology/Principal Findings Personal space was evaluated as the comfort interpersonal distance between participant and experimenter during ;both active and passive; approach tasks.;
23810;yes;both X and Y;active;passive;active - passive; In simple terms, this means that each space has to have the vital presence of ;both active and passive; energies in order to sustain good feng shui energy.;
39312;yes;both X and Y;active;passive;active - passive; The dark night takes ;both active and passive; forms.;
33817;yes;either X or Y;active;passive;active - passive; Resistance, ;either active or passive;, serves as a defensive response to the perceived threat imposed by the principal's evaluation.;
30736;yes;either X or Y;active;passive;active - passive; No state in the United States allows active euthanasia, although Oregon has a law that allows physician-assisted suicide, which is distinguishable from ;either active or passive; euthanasia.;
12309;yes;from X to Y;passive;active;active - passive; Cautiously, he flipped his cyberneurons'reception settings ;from passive to active;, and for the first time in, like, ages, really listened to what the beach was saying.;
24824;yes;from X to Y;passive;active;active - passive; It begins with the shift ;from passive to active; learning, from observing to experiencing, through creative acts.;
3253;yes;from X to Y;passive;active;active - passive;" "" The technology is going ";from passive to active;", "" notes Professor Brian Stonehill, who created the media studies program at Pomona College in Claremont, Calif.";
12478;yes;from X to Y;passive;active;active - passive; Christabel Bielenberg moved ;from passive to active; resistance as Hitler seized power and the Nazi dictatorship clamped down.;
16207;yes;more X than Y;passive;active;active - passive; Goodlad (1983) and Sizer (1984) reported that typical classes in all middle school subjects emphasized ;more passive than active; learning and more attention to teaching strategies than to learning strategies.;
43936;yes;neither X nor Y;active;passive;active - passive;" These "" neuter "" women were neither masculine nor feminine, ";neither active nor passive;", neither within nor without their culture; they stood on the margin of these dualities both within and without their works.";
15602;yes;neither X nor Y;passive;active;active - passive; For whatever reason ;neither passive nor active; distributed energy systems have taken off in the U.;
28364;yes;not X, but Y;passive;active;active - passive; Learners and learning are ;not passive, but active;.;
46980;yes;whether X or Y;passive;active;active - passive; To assert that the screeners are highly trained and do not engaged in this type of discrimination, ;whether passive or active;, is unsupportable because there is no data.;
38471;yes;whether X or Y;active;passive;active - passive; The aggressor, ;whether active or passive; @ @ @ @ @ @ @ @ @ @ have to be physical.;
17542;yes;X and Y;dead;alive;alive - dead; He was at an age when biographies of his contemporaries, ;dead and alive;, were emerging.;
45546;yes;X and Y;alive;dead;alive - dead; This comes from all the Hatches ;alive and dead; whom you two have loved, helped in so many ways, and prayed for through the years.;
17076;yes;X and Y;dead;alive;alive - dead; He looked ;dead and alive; all at once.;
36805;yes;X and Y;dead;alive;alive - dead; Suicide is n't only for select members, it involves everyone ;dead and alive;.;
1539;yes;X and Y;alive;dead;alive - dead;" "" He compares himself to Priam: "" Romans, of five and twenty valiant sons, /Half of @ @ @ @ @ @ @ @ @ @ remains, ";alive and dead;!;
19142;yes;X and Y;alive;dead;alive - dead; How many people have ever had the experience of being simultaneously ;alive and dead;?;
28469;yes;X and Y;dead;alive;alive - dead; Lewis'The Last Battle, and Aslan similarly seeing all of Narnia's inhabitants, ;dead and alive;, off into whatever came next.;
37258;yes;X and Y;alive;dead;alive - dead; That guy Schr6dinger, he said the cat was both, ;alive and dead;, up until someone opened the damn box and looked at it.;
18870;yes;X and Y;dead;alive;alive - dead; His tragicomic letters to Prime Minister Eshkol and to his old antagonist Benya, which he writes but never mails, are reminiscent of the letters that Bellow's Moses Herzog sends to numerous personalities, ;dead and alive;.;
20840;yes;X and Y;alive;dead;alive - dead; I never had the thought that people who were professional musicians (four of Mother's brothers and her sister Anna, too), ;alive and dead;, were suspicious characters or unseemly or unworthy of respect.;
26128;yes;X and Y;alive;dead;alive - dead; It strikes me as greedy, like wanting to be ;alive and dead; at the same time.;
3729;yes;X and Y;alive;dead;alive - dead;" "" Well, I meant ";alive and dead;.;
9040;yes;X and Y;alive;dead;alive - dead;" As for many hunters, their goal for the deer can be summed up in a simple motto: "" Stuffed-";alive and dead;.;
12374;yes;X and Y;alive;dead;alive - dead; Characters in postmodern fiction can be simultaneously ;alive and dead;.;
5947;yes;X and Y;alive;dead;alive - dead; A particle can be in two places at once, a cat can be simultaneously ;alive and dead;, a particle @ @ @ @ @ @ @ @ @ @ without passing through it.;
27855;yes;X and Y;dead;alive;alive - dead; Jesus Christ was ;dead and alive; again by thirty-three.;
41186;yes;X and Y;alive;dead;alive - dead; The park was established in 1997 as a tribute to veterans ;alive and dead;.;
7983;yes;X and Y;dead;alive;alive - dead; And now here's Kwan talking about it -- as if the whole damn universe, ;dead and alive;, knows.;
49118;yes;X and Y;alive;dead;alive - dead; What if that cat is ;alive and dead;, even after you look in the box?;
43385;yes;X and Y;alive;dead;alive - dead; There are potted plants inside, ;alive and dead;.;
31437;yes;X and Y;dead;alive;alive - dead; Off the top of my head: dogs, ;dead and alive;, the hotel cat, Ellis'strays, the lucky (!;
51983;yes;X and Y;dead;alive;alive - dead; hard to explain, how we were in two separate places at the same time together, both of us ;dead and alive; at the same time, she had his eyes, his hands, she was him and not him.;
34196;yes;X and Y;dead;alive;alive - dead; Schrdinger's Cat does not consider the potential probability of the cat being dead or alive, it's that it's ;dead and alive;.;
16749;yes;X and Y;alive;dead;alive - dead; He felt the presence of the bodies, all of them, the body breath, the heat and running blood, people unlike each other who were now alike, amassed, heaped in a way, ;alive and dead; together.;
18197;yes;X and Y;dead;alive;alive - dead; Her sister Agata, who has lost count of the number of children, ;dead and alive;, to whom she has given birth, has become an old woman at the age of thirty.;
22047;yes;X and Y;dead;alive;alive - dead; I've had the experience of delivering calves, ;dead and alive;.;
32149;yes;X and Y;alive;dead;alive - dead; Or, in the picture of the famous Schrdinger cat, asking whether the cat is alive or dead immediately destroys the quantum superposition of the ;alive and dead; states.;
14459;yes;X and Y;dead;alive;alive - dead; Everyone she liked kept going away - @ @ @ @ @ @ @ @ @ @'d rescued, which insisted on being equally ;dead and alive; in her memory.;
3026;yes;X or Y;alive;dead;alive - dead;" "" The Coalition troops are engaged in a mad search operation but they would never be able to fulfill their cherished goal of getting Usama ";alive or dead;", "" the source said.";
1485;yes;X or Y;dead;alive;alive - dead;" "" From a convenience standpoint, get rid of them using your most effective and easiest method- ";dead or alive;", "" he says.";
25058;yes;X or Y;dead;alive;alive - dead; It further follows that the test for'animateness'can not be the same as checking whether the entity is ;dead or alive;"; you are just making a play on words.";
17263;yes;X or Y;dead;alive;alive - dead; He risk his Presidency on Osama ;dead or alive;.;
14936;yes;X or Y;dead;alive;alive - dead; Finding Buck ;dead or alive;, Mac decided, would be like discovering a patch of dry ground in the Louisiana bayou.;
7969;yes;X or Y;dead;alive;alive - dead; And never letting a body know whether you was ;dead or alive;.;
30371;yes;X or Y;dead;alive;alive - dead; Narrator @ @ @ @ @ @ @ @ @ @, offer $40,000 for Harriet's capture, ;dead or alive;.;
40756;yes;X or Y;alive;dead;alive - dead; The model assumes the existence of a continuum of cells in two possible states: ;alive or dead;.;
51958;yes;X or Y;dead;alive;alive - dead; get him ;dead or alive;, to use words that you've used recently, if we're not entirely sure whether he's in the country?;
48083;yes;X or Y;alive;dead;alive - dead; Was Vyrl ;alive or dead;?;
15930;yes;X or Y;dead;alive;alive - dead; G-d is not a son of man either--a warning against worshipping any human being ;dead or alive; as G-d.;
40915;yes;X or Y;dead;alive;alive - dead; The new black panthers putting up a contract ;dead or alive;.;
42149;yes;X or Y;alive;dead;alive - dead; The spacecraft was already on the ground -- but because of the vast distance between Earth and Mars, scientists would n't know whether it was ;alive or dead; for seven minutes.;
35346;yes;X or Y;dead;alive;alive - dead; Since Grandpa is n't coming home, send the young man to Germany to find him -- ;dead or alive;.;
10678;yes;X or Y;dead;alive;alive - dead; Buster did n't know one thing or another about the presidents being ;dead or alive;.;
49803;yes;X or Y;alive;dead;alive - dead; Whether Bein knew or not, whether he was in jail or free, ;alive or dead;, his life would continue in misery.;
3596;yes;X or Y;dead;alive;alive - dead;" "" Was there ever a mouse -- ";dead or alive; -- who caused more fuss than the first Ragweed?;
17801;yes;X or Y;dead;alive;alive - dead;" He's the death apostle that Bush had promised to catch "" ";dead or alive;", "" but he's still well alive and hidden.";
10600;yes;X or Y;dead;alive;alive - dead; Bring those answers back ;dead or alive;.;
34455;yes;X or Y;dead;alive;alive - dead; She @ @ @ @ @ @ @ @ @ @ Her interviewer giggles and challenges the plausibility of John, ;dead or alive;, ever crossing over into heavy metal.;
46750;yes;X or Y;alive;dead;alive - dead; Through Nampas, ;alive or dead;, the cargo cult messages of John Frum are mediated benefits to the people of Tanna.;
20690;yes;X or Y;dead;alive;alive - dead; I know what it's like to wake up and not know whether I'd rather be ;dead or alive;.;
20044;yes;X or Y;alive;dead;alive - dead; I do n't know where they are, if they are ;alive or dead;.;
5216;yes;X or Y;dead;alive;alive - dead; <p> There on the floor was the pizzeria owner, and a status of ;dead or alive; was too difficult to determine at that moment.;
29286;yes;X or Y;dead;alive;alive - dead; May as well find out, she thought as she slowly opened her eyes, whether I'm ;dead or alive;.;
3511;yes;X or Y;dead;alive;alive - dead;" "" Three hundred dollars, ";dead or alive;.;
45005;yes;X or Y;alive;dead;alive - dead; They spoke to the local funeral home, @ @ @ @ @ @ @ @ @ @ into the desert, searching for people, ;alive or dead;.;
19564;yes;X or Y;dead;alive;alive - dead; I always thought you were ;dead or alive;, period.;
30831;yes;X or Y;dead;alive;alive - dead; Nor did the original discoverer of the debris, Mac Brazel, ever claim that he had seen extraterrestrial aliens, ;dead or alive;.;
28684;yes;X or Y;alive;dead;alive - dead; Little girls grow up to be bodies, ;alive or dead;, and the margin of survival stays small.;
14110;yes;X or Y;dead;alive;alive - dead; Even ;dead or alive; becomes complicated in the sense of spirit and hope.;
15216;yes;X or Y;dead;alive;alive - dead;" For all of its "" ";dead or alive;" "" rhetoric, the Bush White House was generally cautious when it came to antiterrorist operations in anarchic areas like Somalia.";
29527;yes;X or Y;alive;dead;alive - dead;" Mike Kern of the Petaluma police department conceded that Davis, "" in all likelihood, "" returned to pick up Polly - ";alive or dead; - after the deputies left the scene.;
15122;yes;X or Y;dead;alive;alive - dead; Food, ;dead or alive;, is for those who ca n't live on light.;
16716;yes;X or Y;dead;alive;alive - dead; He even arranged in 1987 to be smuggled into Afghanistan by mujahideen freedom fighters, not realizing that at the time there was a $10,000 Soviet bounty on Americans, ;dead or alive;.;
21553;yes;X or Y;alive;dead;alive - dead; I was so upset over @ @ @ @ @ @ @ @ @ @ children the pain and worry he put them through with not knowing if dad was ;alive or dead;.;
32137;yes;X or Y;alive;dead;alive - dead; Or whether he was ;alive or dead;.;
31453;yes;X or Y;alive;dead;alive - dead;" Often caves contain a weird overabundance of predators; this suggests that prey often runs out, leaving the hunters to go after anything ";alive or dead;, including each other.;
34247;yes;X or Y;dead;alive;alive - dead; Searching many days and nights, with all his craft -- until he had proved that the prince, ;dead or alive;, was no longer in the World Inside.;
19213;yes;X or Y;dead;alive;alive - dead; However, ;dead or alive;, these people will forever be effected by what happens that night.;
18760;yes;X or Y;alive;dead;alive - dead; His nephew was worth any number of serfs, ;alive or dead;.;
51744;yes;X or Y;dead;alive;alive - dead; authorities wanted him ;dead or alive; -- and the battalion was ordered south into action against Gen.;
20023;yes;X or Y;dead;alive;alive - dead; I do n't know if Boo's ;dead or alive;.;
7016;yes;X or Y;dead;alive;alive - dead; All with the goal of dragging in, ;dead or alive;, the highest ratings, the most click-thrus, the greatest number of unique pageviews, and/or the biggest, oozing chunk of the $2 billion campaign-spending pie.;
3893;yes;X or Y;dead;alive;alive - dead;" "" You left and no other priests called to see if you were ";dead or alive;.;
20091;yes;X or Y;dead;alive;alive - dead; I do n't trust another soul ;dead or alive; in this world and if you had any sense you'd follow my example.;
24215;yes;X or Y;alive;dead;alive - dead; In this sense, the metaphoric and conceptual frames used to understand new media are not trivial, and may impact not just our view of life, but what it means to be ;alive or dead;.;
4939;yes;X or Y;dead;alive;alive - dead; 4 If you had the chance to interview anyone in the world, ;dead or alive;, who would it be and what's one question that you would ask?;
3632;yes;X or Y;dead;alive;alive - dead;" "" We did n't know if she was ";dead or alive;", "" Donna says.";
11329;yes;X or Y;dead;alive;alive - dead; But now Rashid did n't know whether his brother -- last seen in Konduz -- was ;dead or alive;.;
38005;yes;X or Y;dead;alive;alive - dead; The Convention on the International Trade in Endangered Species, or CITES, will ban international sales of sawfish, ;dead or alive;, whole or in pieces.;
42891;yes;X or Y;dead;alive;alive - dead;" The world was made up, not of dead material stuff, but "" aliveness "", whether science said it was ";dead or alive; or not.;
19828;yes;X or Y;alive;dead;alive - dead; I ca n't tell if he's ;alive or dead;, Mike thought.;
1095;yes;X or Y;alive;dead;alive - dead;" "" As he showed me out he asked, under his breath, "" Is he ";alive or dead;?;
35936;yes;X or Y;dead;alive;alive - dead; Some State officials want him ;dead or alive;.;
25753;yes;X or Y;dead;alive;alive - dead; It is unknown if he was ;dead or alive; when he reached the hospital, or what ultimately killed him.;
50200;yes;X or Y;alive;dead;alive - dead; Who cares if the stars are ;alive or dead;?;
34198;yes;X or Y;alive;dead;alive - dead;" Schrodinger's cat is n't "" ";alive or dead;" "".";
49795;yes;X or Y;dead;alive;alive - dead; Whether ;dead or alive;, we do n't know, but our nets are out.;
46435;yes;X or Y;dead;alive;alive - dead; This was hard news, as none of us wanted to leave Bali without Karri, ;dead or alive;.;
16670;yes;X or Y;alive;dead;alive - dead; He did n't know if his daughter was ;alive or dead; or where she was.;
44904;yes;X or Y;alive;dead;alive - dead; They never quit until the victim was found -- ;alive or dead;.;
20872;yes;X or Y;alive;dead;alive - dead; I often wondered if he was ;alive or dead;.;
5337;yes;X or Y;alive;dead;alive - dead; @ @ @ @ @ @ @ @ @ @ even lift the telephone to see if your own brother is ;alive or dead;.;
2477;yes;X or Y;dead;alive;alive - dead;" "" Meanwhile, it's still unknown who Merah went to call, or why the 23-year-old extremist returned to his apartment if he knew it was surrounded by elite police forces preparing to take him ";dead or alive;.;
6245;yes;X or Y;alive;dead;alive - dead;" About these men, the Pentagon said, it "" had no information to show conclusively they are ";alive or dead;.;
26717;yes;X or Y;alive;dead;alive - dead; It was the last time Bob saw him, ;alive or dead;.;
7753;yes;X or Y;dead;alive;alive - dead; And even if it does, the results often are n't obvious because the snails -- ;dead or alive; -- are so hard to find.;
16700;yes;X or Y;dead;alive;alive - dead; He does n't think to specify whether that means ;dead or alive;.;
51330;yes;X or Y;dead;alive;alive - dead; You were so dashing, you could have any woman you wanted, ;dead or alive;.;
31722;yes;X or Y;alive;dead;alive - dead; Once entered, Daryl's name would remain until he was found, ;alive or dead;.;
9327;yes;X or Y;dead;alive;alive - dead; As your bounty hunters put it: ;dead or alive;.;
28066;yes;X or Y;dead;alive;alive - dead; Karen's Mom was just an illusion, but Karen herself, ;dead or alive;, is nowhere to be seen.;
41108;yes;X or Y;dead;alive;alive - dead; The orders are ;dead or alive;.;
7657;yes;X or Y;dead;alive;alive - dead; And again, do you know whether Osama bin Laden is ;dead or alive;?;
26637;yes;X or Y;alive;dead;alive - dead; It was not clear whether his boy was ;alive or dead;.;
24952;yes;X or Y;dead;alive;alive - dead; It dines on mollusks, crustaceans (including other lobsters) and fish, ;dead or alive;.;
